,belongs_to_collection,budget,genres_x,id,imdb_id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,status_code,status_message,tagline,title,vote_average,vote_count,release_year,tconst,titleType,primaryTitle,isAdult,startYear,runtimeMinutes,genres_y,_merge
28949,,50000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",421.0,tt0362270,en,The Life Aquatic with Steve Zissou,"Renowned oceanographer Steve Zissou has sworn vengeance upon the rare shark that devoured a member of his crew. In addition to his regular team, he is joined on his boat by Ned, a man who believes Zissou to be his father, and Jane, a journalist pregnant by a married man. They travel the sea, all too often running into pirates and, perhaps more traumatically, various figures from Zissou's past, including his estranged wife, Eleanor.",10.3,"[{'id': 23449, 'logo_path': None, 'name': 'American Empirical Pictures', 'origin_country': 'US'}, {'id': 9195, 'logo_path': '/ou5BUbtulr6tIt699q6xJiEQTR9.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}]",United States of America,2004-12-10,34808403.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'is', 'name': 'Íslenska'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'tl', 'name': ''}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,,"The deeper you go, the weirder life gets.",THE LIFE AQUATIC WITH STEVE ZISSOU,7.2,1452.0,2004,tt0362270,movie,THE LIFE AQUATIC WITH STEVE ZISSOU,0,2004,119,\N,both
28950,"{'id': 8354, 'name': 'Ice Age Collection', 'poster_path': '/stQoHvo0q6ZcEkji2Z1wlAxKnDq.jpg', 'backdrop_path': '/2Mb92Ssoe1eUecvrCe2pEvgAlmv.jpg'}",59000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",425.0,tt0268380,en,Ice Age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",21.234,"[{'id': 9383, 'logo_path': '/ppeMh4iZJQUMm1nAjRALeNhWDfU.png', 'name': 'Blue Sky Studios', 'origin_country': 'US'}, {'id': 11749, 'logo_path': '/5AzTeZkSCFhiGZ86g2nz8SAHtgy.png', 'name': '20th Century Fox Animation', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]",United States of America,2002-03-10,383257136.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,They came. They thawed. They conquered.,ICE AGE,7.3,8043.0,2002,tt0268380,movie,ICE AGE,0,2002,81,\N,both
28951,,2479000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",426.0,tt0052357,en,Vertigo,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",16.727,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 10715, 'logo_path': None, 'name': 'Alfred J. Hitchcock Productions', 'origin_country': ''}]",United States of America,1958-05-09,28000000.0,128.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Alfred Hitchcock engulfs you in a whirlpool of terror and tension!,VERTIGO,8.2,2745.0,1958,tt0052357,movie,VERTIGO,0,1958,128,\N,both
28952,,1200000.0,"[{'id': 37, 'name': 'Western'}]",429.0,tt0060196,it,"Il buono, il brutto, il cattivo","While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",19.253,"[{'id': 60, 'logo_path': '/oJXpAs4I3W46e4dkaOEzCa4yBko.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 5755, 'logo_path': '/53JWq1rzbAXzbh1rnFo3XdqsAUh.png', 'name': 'Constantin Film', 'origin_country': 'DE'}, {'id': 7508, 'logo_path': None, 'name': 'Produzioni Europee Associati (PEA)', 'origin_country': 'IT'}, {'id': 42498, 'logo_path': None, 'name': 'Arturo González Producciones Cinematográficas S.A.', 'origin_country': ''}]",United States of America,1966-12-23,25100000.0,161.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,,For three men the Civil War wasn't hell. It was practice.,"THE GOOD, THE BAD AND THE UGLY",8.4,4371.0,1966,tt0060196,movie,"THE GOOD, THE BAD AND THE UGLY",0,1966,161,\N,both
28953,,3000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",430.0,tt0055256,en,"One, Two, Three","C.R. MacNamara will do anything to get a promotion within the Coca-Cola company, including looking after boss W.P. Hazeltine's rebellious teenage daughter, Scarlett. When Scarlett visits Berlin, where C.R. is stationed, she reveals that she is married to a communist named Otto Piffl -- and C.R. recognizes that Otto's anti-establishment stance will clash with his boss's own political views, possibly jeopardizing his promotion.",7.578,"[{'id': 219, 'logo_path': None, 'name': 'The Mirisch Corporation', 'origin_country': ''}]",United States of America,1961-12-15,4000000.0,115.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,,Billy Wilder's Explosive New Comedy,"ONE, TWO, THREE",7.7,145.0,1961,tt0055256,movie,"ONE, TWO, THREE",0,1961,104,\N,both
28954,"{'id': 527439, 'name': 'Mary Poppins Collection', 'poster_path': '/9aMQzMSDftCgdjMJ0IEDiHTQWpg.jpg', 'backdrop_path': '/7f3qwby0wlw4y1vG7yQqhme5iTK.jpg'}",6000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",433.0,tt0058331,en,Mary Poppins,A magical nanny employs music and adventure to help two neglected children become closer to their father.,14.044,"[{'id': 3166, 'logo_path': '/vyyv4Gy9nPqAZKElPm2izLlEaVS.png', 'name': 'Walt Disney Productions', 'origin_country': 'US'}]",United States of America,1964-08-27,102272727.0,139.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,It's supercalifragilisticexpialidocious!,MARY POPPINS,7.6,2883.0,1964,tt0058331,movie,MARY POPPINS,0,1964,139,\N,both
28955,,125000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",435.0,tt0319262,en,The Day After Tomorrow,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",11.202,"[{'id': 54502, 'logo_path': None, 'name': ""Mel's Cite du Cinema"", 'origin_country': ''}, {'id': 35, 'logo_path': '/wxrHa3nZ1K4zo65p56991INkGo6.png', 'name': 'Lions Gate Films', 'origin_country': 'US'}, {'id': 347, 'logo_path': None, 'name': 'Centropolis Entertainment', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 1557, 'logo_path': '/ccz9bqCu3jSFKbPFnfWmjAKZLBL.png', 'name': 'The Mark Gordon Company', 'origin_country': 'US'}]",United States of America,2004-05-26,544272402.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,,Where will you be?,THE DAY AFTER TOMORROW,6.4,4651.0,2004,tt0319262,movie,THE DAY AFTER TOMORROW,0,2004,124,\N,both
28956,"{'id': 115762, 'name': 'AVP Collection', 'poster_path': '/zrApSsUX9i0qVntcCD0Pp55TdCy.jpg', 'backdrop_path': '/c5ccDw4lcTUnYGdCxc2yEl8PjTk.jpg'}",40000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",440.0,tt0758730,en,Aliens vs Predator: Requiem,"The iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever—in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms—the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",16.168,"[{'id': 444, 'logo_path': '/42UPdZl6B2cFXgNUASR8hSt9mpS.png', 'name': 'Dune Entertainment', 'origin_country': 'US'}, {'id': 1302, 'logo_path': '/kQZtJdyphCmq292iGDqlUx0yk2D.png', 'name': 'Davis Entertainment', 'origin_country': 'US'}, {'id': 19747, 'logo_path': None, 'name': 'Brandywine Productions', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]",United States of America,2007-12-25,41797066.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,The Last Place On Earth We Want To Be Is In The Middle,ALIENS VS PREDATOR: REQUIEM,4.9,1378.0,2007,tt0758730,movie,ALIENS VS. PREDATOR: REQUIEM,0,2007,94,\N,both
28957,,6000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",441.0,tt0219822,en,Human Nature,"A philosophical burlesque, Human Nature follows the ups and downs of an obsessive scientist, a female naturalist, and the man they discover, born and raised in the wild. As scientist Nathan trains the wild man, Puff, in the ways of the world - starting with table manners - Nathan's lover Lila fights to preserve the man's simian past, which represents a freedom enviable to most.",9.253,"[{'id': 191, 'logo_path': None, 'name': 'Senator Film Produktion', 'origin_country': ''}, {'id': 8, 'logo_path': '/78ilmDNTpdCfsakrsLqmAUkFTrO.png', 'name': 'Fine Line Features', 'origin_country': ''}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 10565, 'logo_path': None, 'name': 'Good Machine', 'origin_country': 'US'}, {'id': 267, 'logo_path': None, 'name': 'Beverly Detroit', 'origin_country': ''}, {'id': 1784, 'logo_path': None, 'name': 'Partizan', 'origin_country': 'FR'}]",United States of America,2001-05-18,705308.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,In the Interest of Civilization … Conform.,HUMAN NATURE,6.2,127.0,2001,tt0219822,movie,HUMAN NATURE,0,2001,96,\N,both
28958,,3600000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",451.0,tt0113627,en,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",11.41,"[{'id': 15547, 'logo_path': None, 'name': 'Intial Productions', 'origin_country': ''}, {'id': 60, 'logo_path': '/oJXpAs4I3W46e4dkaOEzCa4yBko.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 25129, 'logo_path': '/9kyYRk8aHbIdJCIj3cLh1f6FTXR.png', 'name': 'Lumière Pictures', 'origin_country': ''}]",United States of America,1995-10-27,49800000.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,I Love You... The Way You Are.,LEAVING LAS VEGAS,7.2,649.0,1995,tt0113627,movie,LEAVING LAS VEGAS,0,1995,111,\N,both
28959,,60000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",453.0,tt0268978,en,A Beautiful Mind,"John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.",16.22,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 23, 'logo_path': '/mkxNjThahj5pvntvYKVpMbWXm3D.png', 'name': 'Imagine Entertainment', 'origin_country': 'US'}, {'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}]",United States of America,2001-12-11,313542341.0,135.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,He saw the world in a way no one could have imagined.,A BEAUTIFUL MIND,7.8,5876.0,2001,tt0268978,movie,A BEAUTIFUL MIND,0,2001,135,\N,both
28960,,14500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",454.0,tt0117509,en,Romeo + Juliet,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",11.931000000000001,"[{'id': 240, 'logo_path': None, 'name': 'Bazmark Films', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]",United States of America,1996-11-01,147298761.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,My only love sprung from my only hate.,ROMEO + JULIET,6.8,2954.0,1996,tt0117509,movie,ROMEO + JULIET,0,1996,120,\N,both
28961,,3500159.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",455.0,tt0286499,en,Bend It Like Beckham,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",8.563,"[{'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 1490, 'logo_path': None, 'name': 'Kintop Pictures', 'origin_country': 'US'}, {'id': 2406, 'logo_path': '/awYxP0L1FKUxf0oIanEDEKFKuaY.png', 'name': 'FilmFörderung Hamburg', 'origin_country': 'DE'}, {'id': 2452, 'logo_path': '/6CLoZ59fLPG7UyxQtGTqRevjf58.png', 'name': 'UK Film Council', 'origin_country': 'GB'}]",United States of America,2002-04-11,76578641.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pa', 'name': 'ਪੰਜਾਬੀ'}]",Released,,,"Sometimes, to follow your dreams... you've got to bend the rules!",BEND IT LIKE BECKHAM,6.2,1162.0,2002,tt0286499,movie,BEND IT LIKE BECKHAM,0,2002,112,\N,both
28962,,52000000.0,"[{'id': 18, 'name': 'Drama'}]",462.0,tt0195685,en,Erin Brockovich,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",11.328,"[{'id': 216, 'logo_path': None, 'name': 'Jersey Films', 'origin_country': ''}]",United States of America,2000-03-17,256271286.0,131.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,She brought a small town to its feet and a huge corporation to its knees.,ERIN BROCKOVICH,7.3,1620.0,2000,tt0195685,movie,ERIN BROCKOVICH,0,2000,131,\N,both
28963,,2500000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",466.0,tt0067309,en,Klute,"This acclaimed thriller stars Jane Fonda as Bree Daniel, a New York City call girl who becomes enmeshed in an investigation into the disappearance of a business executive. Detective John Klute is hired to follow Daniel, and eventually begins a romance with her, but it appears that he hasn't been the only person on her trail. When it becomes clear that Daniel is being targeted, it's up to her and Klute to figure out who is after her before it's too late.",9.16,"[{'id': 6174, 'logo_path': None, 'name': 'Gus Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]",United States of America,1971-06-21,12512637.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,You'd never take her for a call girl. You'd never take him for a cop.,KLUTE,6.8,149.0,1971,tt0067309,movie,KLUTE,0,1971,114,\N,both
28964,,2500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",468.0,tt0102494,en,My Own Private Idaho,"In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters is a gay hustler afflicted with narcolepsy. Scott Favor is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant.",13.528,"[{'id': 8, 'logo_path': '/78ilmDNTpdCfsakrsLqmAUkFTrO.png', 'name': 'Fine Line Features', 'origin_country': ''}]",United States of America,1991-02-01,6401336.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,,"Wherever, whatever, have a nice day.",MY OWN PRIVATE IDAHO,7.1,494.0,1991,tt0102494,movie,MY OWN PRIVATE IDAHO,0,1991,104,\N,both
28966,,20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",470.0,tt0315733,en,21 Grams,"This is the story of three gentle persons: Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girl; and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably—forever.",14.882,"[{'id': 10059, 'logo_path': None, 'name': 'This Is That Productions', 'origin_country': ''}, {'id': 10887, 'logo_path': None, 'name': 'Y Productions', 'origin_country': ''}, {'id': 10888, 'logo_path': None, 'name': 'Mediana Productions Filmgesellschaft', 'origin_country': ''}]",United States of America,2003-09-06,60427839.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,How much does life weigh?,21 GRAMS,7.3,1692.0,2003,tt0315733,movie,21 GRAMS,0,2003,124,\N,both
28967,,60000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",473.0,tt0138704,en,Pi,The debut film from Darren Aronofsky in which a mathematical genius Maximilian Cohen discovers a link in the connection between numbers and reality and thus believes he can predict the future.,12.363,"[{'id': 22566, 'logo_path': None, 'name': 'Harvest Filmworks', 'origin_country': ''}, {'id': 379, 'logo_path': None, 'name': 'Truth and Soul Pictures Inc', 'origin_country': ''}, {'id': 22567, 'logo_path': None, 'name': 'Plantain Films', 'origin_country': ''}, {'id': 7503, 'logo_path': '/3K8wbNkTn7O4wX89ucnp1ZYR1XF.png', 'name': 'Protozoa Pictures', 'origin_country': 'US'}]",United States of America,1998-07-10,3221152.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,"There will be no order, only chaos",PI,7.1,1158.0,1998,tt0138704,movie,PI,0,1998,84,\N,both
28968,,2500000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",475.0,tt0061418,en,Bonnie and Clyde,"In the 1930s, the gangster pair Bonnie Parker and Clyde Barrow began robbing banks in U.S. cities until they were eventually killed in a police shoot-out.",11.061,"[{'id': 273, 'logo_path': None, 'name': 'Tatira-Hiller Productions', 'origin_country': ''}, {'id': 4051, 'logo_path': '/cr7fvW3IZ1xQmlHTk0CHqoa038b.png', 'name': 'Warner Brothers-Seven Arts', 'origin_country': 'US'}]",United States of America,1967-07-18,50700000.0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,They’re young… they’re in love… and they kill people.,BONNIE AND CLYDE,7.6,749.0,1967,tt0061418,movie,BONNIE AND CLYDE,0,1967,111,\N,both
28969,,2500000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",476.0,tt0097240,en,Drugstore Cowboy,"Bob Hughes is the leader of a ""family"" of drug addicts consisting of his wife, Dianne, and another couple who feed their habit by robbing drug stores as they travel across the country.",8.019,"[{'id': 251, 'logo_path': None, 'name': 'Avenue Pictures Productions', 'origin_country': ''}]",United States of America,1989-09-09,4729352.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,,DRUGSTORE COWBOY,7.2,225.0,1989,tt0097240,movie,DRUGSTORE COWBOY,0,1989,101,\N,both
28970,"{'id': 495, 'name': 'Shaft Collection', 'poster_path': '/9cjIFDiofkzLXsQ6EimpaKMLDwE.jpg', 'backdrop_path': '/muZrPdBs937VAx03Giw66x1XGus.jpg'}",4000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",482.0,tt0067741,en,Shaft,Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,8.521,"[{'id': 12145, 'logo_path': None, 'name': 'Shaft Productions', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]",United States of America,1971-07-02,12121618.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,The mob wanted Harlem back. They got shaft...up to here.,SHAFT,6.6,133.0,1971,tt0067741,movie,SHAFT,0,1971,100,\N,both
28971,,9500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",483.0,tt0100935,en,Wild at Heart,Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.,11.792,"[{'id': 798, 'logo_path': '/nQgX1MOLySgug7FDONdIkht3xob.png', 'name': 'Samuel Goldwyn Company', 'origin_country': 'US'}]",United States of America,1990-08-17,14560247.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,A wild crazy love story.,WILD AT HEART,7.1,706.0,1990,tt0100935,movie,WILD AT HEART,0,1990,125,\N,both
28972,,13000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",492.0,tt0120601,en,Being John Malkovich,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters it's mad and controlling world of overtaking another human body.",12.067,"[{'id': 37, 'logo_path': '/nlG4JEjJ7SAFDehgIVvHFBPW23y.png', 'name': 'Gramercy Pictures', 'origin_country': 'US'}, {'id': 278, 'logo_path': None, 'name': 'Propaganda Films', 'origin_country': ''}, {'id': 279, 'logo_path': None, 'name': 'Single Cell Pictures', 'origin_country': ''}]",United States of America,1999-10-29,22863596.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,,Ever wanted to be someone else? Now you can.,BEING JOHN MALKOVICH,7.4,2240.0,1999,tt0120601,movie,BEING JOHN MALKOVICH,0,1999,113,\N,both
28973,"{'id': 495, 'name': 'Shaft Collection', 'poster_path': '/9cjIFDiofkzLXsQ6EimpaKMLDwE.jpg', 'backdrop_path': '/muZrPdBs937VAx03Giw66x1XGus.jpg'}",2142000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",494.0,tt0070679,en,Shaft in Africa,"Detective John Shaft travels incognito to Ethiopia, then France, to bust a human trafficking ring.",4.42,"[{'id': 12145, 'logo_path': None, 'name': 'Shaft Productions', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]",United States of America,1973-06-14,1458000.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Shaft is stickin' it...all the way.,SHAFT IN AFRICA,6.1,15.0,1973,tt0070679,movie,SHAFT IN AFRICA,0,1973,112,\N,both
28974,,60000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",497.0,tt0120689,en,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",24.061,"[{'id': 97, 'logo_path': '/7znWcbDd4PcJzJUlJxYqAlPPykp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}, {'id': 3982, 'logo_path': None, 'name': 'Darkwoods Productions', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]",United States of America,1999-12-10,286801374.0,189.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,,Miracles do happen.,THE GREEN MILE,8.5,8976.0,1999,tt0120689,movie,THE GREEN MILE,0,1999,189,\N,both
28978,,160000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",503.0,tt0409182,en,Poseidon,"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.",11.864,"[{'id': 449, 'logo_path': None, 'name': 'Virtual Studios', 'origin_country': 'US'}, {'id': 18990, 'logo_path': None, 'name': 'Radiant Productions', 'origin_country': ''}, {'id': 1633, 'logo_path': None, 'name': 'Next Entertainment', 'origin_country': ''}, {'id': 14024, 'logo_path': None, 'name': 'Irwin Allen Productions', 'origin_country': ''}, {'id': 19943, 'logo_path': None, 'name': 'Synthesis Entertainment', 'origin_country': ''}]",United States of America,2006-05-12,181674817.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,,Mayday,POSEIDON,5.7,1107.0,2006,tt0409182,movie,POSEIDON,0,2006,98,\N,both
