,budget,revenue,title,vote_average,vote_count,tconst,startYear,runtimeMinutes,genre_1,genre_2,genre_3,genre_4,prod_company_1,prod_company_2,prod_company_3,prod_company_4,prod_company_5,writer_1,writer_2,writer_3,writer_4,writer_5,director_1,director_2,director_3,cast_1,cast_2,cast_3,cast_4,cast_5,cast_6,cast_7,cast_8,cast_9,cast_10,others_1,others_2,others_3,others_4,others_5,others_6,others_7,others_8,others_9,others_10,profit,rev_budget_ratio
979,20280301.02790015,14749309.838472836,SUBURBAN COMMANDO,4.9,78.0,tt0103003,1991,90,Action,Comedy,Family,Science Fiction,New Line Cinema,,,,,nm0135141,nm0447944,,,,nm0447944,,,nm0001356,nm0000502,nm0001167,nm0588777,,,,,,,nm0331907,nm0006080,nm0005739,nm0831395,,,,,,,-5530991.189427312,0.7272727272727273
1379,16592973.56828194,48036.658480176215,HIGHWAY TO HELL,6.0,46.0,tt0104418,1991,94,Fantasy,Action,Comedy,Horror,Hemdale Film Corporation,,,,,nm0429517,nm0001338,,,,nm0429517,,,nm0000920,nm0832531,nm0005165,nm0001785,,,,,,,nm0125818,nm0656273,nm0280519,nm0383101,,,,,,,-16544936.909801763,0.002895
1707,7374654.919236418,477531.02998531575,CLOSET LAND,6.9,22.0,tt0101597,1991,89,Drama,Thriller,,,Universal Pictures,Imagine Entertainment,,,,nm0080233,,,,,nm0080233,,,nm0000656,nm0000614,,,,,,,,,nm0583558,nm0251849,nm0691084,nm0161497,nm0411130,,,,,,-6897123.889251102,0.06475299999999999
2452,53466248.16446403,41986740.47903818,FRANKIE AND JOHNNY,6.7,258.0,tt0101912,1991,118,Drama,Romance,,,Paramount,,,,,nm0005190,nm0573645,,,,nm0005190,,,nm0000199,nm0000201,nm0001185,nm0001447,nm0625075,nm0679410,,,,,nm0006121,nm0005883,nm0131311,nm0204216,nm0429122,nm0741228,,,,,-11479507.685425848,0.7852943103448276
2459,31342283.406754777,109679184.70993394,MY GIRL,7.1,928.0,tt0102492,1991,102,Comedy,Drama,,,Columbia Pictures,Imagine Entertainment,,,,nm0253214,nm0956052,,,,nm0956052,,,nm0001043,nm0000346,nm0000101,nm0000130,,,,,,,nm0004976,nm0006133,nm0254580,nm0108629,nm0788170,,,,,,78336901.30317916,3.4993999411764705
2754,42404265.7856094,160270445.7780984,THE NAKED GUN 2½: THE SMELL OF FEAR,6.8,1064.0,tt0102510,1991,85,Comedy,Crime,,,Paramount,,,,,nm0001878,nm0698493,nm0000720,nm0516598,nm0958387,nm0001878,,,nm0000558,nm0001636,nm0001421,nm0001740,,,,,,,nm0919154,nm0627673,,,,,,,,,117866179.99248901,3.7795830869565217
1656,62684566.81350955,34356015.417041115,PARADISE,6.2,28.0,tt0102631,1991,111,Drama,Family,Romance,,Touchstone Pictures,Grand Highway Productions,Interscope Communications,Touchwood Pacific Partners 1,,nm0232858,nm0399464,,,,nm0232858,,,nm0000429,nm0000467,nm0000704,nm0000301,,,,,,,nm0472256,nm0658404,nm0628056,nm0956195,,,,,,,-28328551.39646844,0.5480777352941175
2235,25811292.21732746,59887142.650323056,JUNGLE FEVER,6.3,143.0,tt0102175,1991,132,Drama,Romance,,,40 Acres & A Mule Filmworks,Universal Pictures,,,,nm0000490,,,,,nm0000490,,,nm0000648,nm0001711,nm0000490,nm0001115,,,,,,,nm0005966,nm0225416,nm0689498,nm0859661,nm0496881,,,,,,34075850.432995595,2.3201915714285715
2031,29498619.67694567,8129318.106431718,RUN,5.8,19.0,tt0102818,1991,91,Action,Thriller,Drama,,Silver Screen Partners IV,Hollywood Pictures,,,,nm0123236,nm0088793,nm0795461,,,nm0123236,,,nm0001131,nm0000593,nm0688285,nm0012586,,,,,,,nm0906066,nm1672596,nm0551108,,,,,,,,-21369301.570513953,0.27558299999999997
2213,20280301.02790015,220167558.96187225,FRIED GREEN TOMATOES,7.7,676.0,tt0101921,1991,130,Drama,Comedy,,,Universal Pictures,,,,,nm0811807,nm0000816,nm0280840,,,nm0000816,,,nm0000870,nm0001788,nm0000524,nm0000571,nm0001807,,,,,,nm0449549,nm0002353,nm0801005,,,,,,,,199887257.9339721,10.856227363636362
2139,11061982.378854627,118975.30781204114,TIMEBOMB,5.4,16.0,tt0105597,1991,96,Science Fiction,Action,,,Dino de Laurentiis Communications,Raffaella Productions,Metro-Goldwyn-Mayer,,,nm0626409,,,,,nm0626409,,,nm0000299,nm0000475,nm0001712,nm0191685,,,,,,,nm0209581,nm0502733,nm0725072,nm0002925,nm0699294,nm0583496,,,,,-10943007.071042586,0.010755333333333334
1751,88495859.03083701,719939454.8910133,ROBIN HOOD: PRINCE OF THIEVES,6.8,1786.0,tt0102798,1991,143,Adventure,Action,Drama,Romance,Morgan Creek Productions,Warner Bros. Pictures,,,,nm0914709,nm0219720,nm0721817,,,nm0721817,,,nm0000126,nm0000151,nm0001512,nm0000225,,,,,,,nm0507669,nm0004383,nm0005801,,,,,,,,631443595.8601762,8.13528975
1054,73746549.19236417,15633886.790389135,NOTHING BUT TROUBLE,5.1,158.0,tt0102558,1991,94,Comedy,Adventure,,,Applied Action,Warner Bros. Pictures,,,,nm0000101,nm0043839,,,,nm0000101,,,nm0000331,nm0000101,nm0001006,nm0000193,,,,,,,nm0075801,nm0919154,nm0004383,nm0005678,nm0132695,,,,,,-58112662.401975036,0.21199482500000003
2366,42404265.7856094,13707134.667268723,HARLEY DAVIDSON AND THE MARLBORO MAN,6.3,168.0,tt0102005,1991,98,Action,Thriller,,,Krisjair,Laredo,Metro-Goldwyn-Mayer,,,nm0934578,nm0666806,,,,nm0934578,,,nm0000620,nm0000467,nm0001210,nm0000838,,,,,,,nm0378129,nm0006231,nm0250867,nm0251204,,,,,,,-28697131.11834068,0.32324895652173913
2613,35029610.86637298,322639318.2711821,SLEEPING WITH THE ENEMY,6.4,487.0,tt0102945,1991,99,Drama,Crime,Thriller,,20th Century Fox,,,,,nm0747849,nm0697067,nm0060103,,,nm0747849,,,nm0000210,nm0000920,nm0000754,nm0492746,,,,,,,nm0325252,nm0000025,nm0511979,nm0101055,,,,,,,287609707.4048091,9.210473947368422
2407,138274779.73568285,280916433.72683555,BACKDRAFT,6.6,671.0,tt0101393,1991,137,Action,Crime,Drama,Mystery,Trilogy Entertainment Group,Imagine Entertainment,,,,nm0927074,nm0000165,,,,nm0000165,,,nm0000621,nm0000287,nm0000134,nm0000661,nm0001277,nm0764430,,,,,nm0219720,nm0507669,nm0914709,nm0001877,nm0395193,nm0521233,nm0863293,,,,142641653.9911527,2.031581133333333
1862,53466248.16446403,109716290.28616007,THE LAST BOY SCOUT,6.7,901.0,tt0102266,1991,105,Action,Thriller,,,Geffen Pictures,Silver Pictures,Warner Bros. Pictures,,,nm0000948,nm0001716,nm0382855,,,nm0001716,,,nm0000246,nm0001834,nm0001210,nm0932244,nm0270948,nm0364583,,,,,nm0506546,nm0005428,nm0004383,nm0758479,,,,,,,56250042.12169604,2.052066379310345
1277,25811292.21732746,73143967.9825771,OUT FOR JUSTICE,6.1,204.0,tt0102614,1991,91,Action,,,,Arnold Kopelson Productions,Seagal/Nasso Productions,Warner Bros. Pictures,,,nm0283500,nm0377792,,,,nm0283500,,,nm0000219,nm0001235,nm0001583,nm0004818,,,,,,,nm0465745,nm0006080,nm0005923,nm0110519,,,,,,,47332675.76524964,2.8337972142857146
2023,5530991.189427313,17631680.80801028,SCENES FROM A MALL,5.1,34.0,tt0102849,1991,89,Comedy,,,,Silver Screen Partners IV,Touchstone Pictures,,,,nm0800363,nm0005196,,,,nm0005196,,,nm0000541,nm0000095,nm0410347,nm0278642,,,,,,,nm0003299,nm0002320,nm0660661,nm0350011,,,,,,,12100689.618582968,3.1877976666666665
1854,119838142.43759179,31744349.592951547,HUDSON HAWK,5.7,479.0,tt0102070,1991,100,Action,Adventure,Comedy,,TriStar Pictures,Silver Pictures,,,,nm0914058,nm0469234,nm0211823,nm0499724,,nm0499724,,,nm0000246,nm0000732,nm0000510,nm0000336,nm0001290,nm0005501,nm0162361,,,,nm0005428,nm0004383,,,,,,,,,-88093792.84464024,0.26489353846153846
1959,27654955.947136566,55499287.50160793,DOUBLE IMPACT,5.5,421.0,tt0101764,1991,110,Thriller,Action,Crime,Drama,Stone Group Pictures,,,,,nm0576228,nm0471298,nm0504802,,,nm0504802,,,nm0000241,nm0507212,nm0789585,nm0263691,,,,,,,nm0002170,nm0001274,nm0447396,,,,,,,,27844331.554471366,2.0068478
2406,55309911.89427313,353066076.986652,THE ADDAMS FAMILY,7.0,2360.0,tt0101272,1991,99,Horror,Comedy,Fantasy,,Scott Rudin Productions,Paramount,Orion Pictures,,,nm0001756,nm0011623,nm0933733,nm0003031,,nm0001756,,,nm0001378,nm0000471,nm0000502,nm0000445,nm0742296,,,,,,nm0748784,nm0003299,nm0006460,,,,,,,,297756165.09237885,6.3834142
1960,47935256.97503672,333880429.1743612,HOT SHOTS!,6.5,1054.0,tt0102059,1991,84,Action,Comedy,War,,20th Century Fox,,,,,nm0698493,nm0000720,,,,nm0000720,,,nm0000221,nm0000144,nm0000420,nm0000978,nm0001083,,,,,,nm0045927,nm0006169,nm0124832,nm0475957,,,,,,,285945172.1993245,6.965237076923076
2314,40560602.0558003,21222470.347408224,SHATTERED,6.4,64.0,tt0102900,1991,98,Mystery,Thriller,,,Palace Pictures,Metro-Goldwyn-Mayer,,,,nm0624217,nm0000583,,,,nm0000583,,,nm0000297,nm0001364,nm0000627,nm0000695,,,,,,,nm0204862,nm0466103,nm0006293,nm0004088,,,,,,,-19338131.708392072,0.5232286818181818
3208,44247929.51541851,154004841.24453747,POINT BREAK,7.0,1738.0,tt0102685,1991,122,Action,Thriller,Crime,,20th Century Fox,Largo Entertainment,JVC Entertainment Networks,,,nm0000941,nm0407717,nm0004488,,,nm0000941,,,nm0000664,nm0000206,nm0000997,nm0001614,nm0460288,,,,,,nm0009222,nm0169522,nm0506597,nm0292482,nm0294135,nm2489804,,,,,109756911.72911897,3.48049825
2708,23967628.48751836,6918211.714992658,MANNEQUIN TWO: ON THE MOVE,4.9,58.0,tt0102395,1991,95,Fantasy,Comedy,Science Fiction,Romance,Gladden Entertainment,,,,,nm0505867,nm0410539,nm0749493,nm0331998,nm0411441,nm0706296,,,nm0001785,nm0706619,nm0852886,nm0435218,,,,,,,,,,,,,,,,,-17049416.7725257,0.28864815384615383
2709,18436637.298091043,25924421.267452277,THE PERFECT WEAPON,5.9,40.0,tt0102655,1991,83,Action,Drama,,,Paramount,,,,,nm0933276,nm0228262,,,,nm0228262,,,nm0817275,nm0004891,nm0538683,nm0393222,,,,,,,nm0203039,nm0005999,nm0005665,nm0906387,,,,,,,7487783.969361234,1.4061361
1093,25811292.21732746,64146887.13744494,WHITE FANG,6.5,287.0,tt0103247,1991,107,Action,Adventure,Drama,Family,Walt Disney Pictures,Silver Screen Partners IV,Hybrid Productions Inc.,,,nm0518711,nm0266409,nm0857904,nm0742236,nm0459170,nm0459170,,,nm0000160,nm0001970,nm1058600,nm0001025,,,,,,,nm0694230,,,,,,,,,,38335594.92011748,2.4852257142857144
2663,47935256.97503672,22962404.02478708,THE MARRYING MAN,5.4,43.0,tt0102411,1991,115,Action,Comedy,Romance,Thriller,Hollywood Pictures,,,,,nm0715916,nm0800319,,,,nm0715916,,,nm0000107,nm0000285,nm0005162,nm0000223,,,,,,,nm0674303,nm0628056,nm0004241,nm0413013,,,,,,,-24972852.95024964,0.47902953846153845
1229,20280301.02790015,5176738.578399413,RETURN TO THE BLUE LAGOON,5.6,374.0,tt0102782,1991,102,Adventure,Drama,,,Price Entertainment,Columbia Pictures,,,,nm0821070,nm0828562,nm0334353,,,nm0334353,,,nm0470182,nm0000170,nm0670852,nm0054653,,,,,,,nm0006231,nm0824122,nm0265036,,,,,,,,-15103562.449500736,0.25525945454545457
2205,64528230.54331865,336099897.94419974,CAPE FEAR,7.2,1537.0,tt0101540,1991,128,Thriller,,,,Universal Pictures,Amblin Entertainment,Cappa Productions,Tribeca Productions,,nm0834338,nm0531792,nm0916139,nm0000217,,nm0000217,,,nm0000134,nm0000560,nm0001448,nm0000496,,,,,,,nm0208381,nm0005711,,,,,,,,,271571667.4008811,5.208571428571429
1162,14749309.838472836,4195361.906013216,SHOWDOWN IN LITTLE TOKYO,5.9,180.0,tt0102915,1991,79,Action,Thriller,,,Original Pictures,Warner Bros. Pictures,,,,nm0504495,nm0105585,nm0321739,,,nm0504495,,,nm0000185,nm0000488,nm0846480,nm0000119,,,,,,,nm0127389,nm0006080,nm0410419,,,,,,,,-10553947.932459619,0.28444462499999995
2190,460915.9324522761,1123757.2912481644,POISON,5.9,27.0,tt0102687,1991,85,Drama,Horror,Science Fiction,,Poison L.P.,,,,,nm0001331,nm0312792,,,,nm0001331,,,nm0576141,nm0561750,nm0635628,nm0925242,,,,,,,nm0882927,nm0071809,nm0016662,nm0529071,,,,,,,662841.3587958883,2.4380959999999994
3568,31360720.044052865,45984603.595323056,PURE LUCK,5.5,57.0,tt0102729,1991,96,Comedy,Crime,Mystery,,Universal Pictures,Sean Daniel Company,Silver Lion Films,,,nm0850958,nm0891554,nm0918339,nm0365390,,nm0850958,,,nm0001737,nm0000418,nm0445992,nm0910737,,,,,,,nm0199733,nm0393678,,,,,,,,,14623883.55127019,1.4663121105232215
3478,18436637.298091043,15980294.6122467,BINGO,5.0,47.0,tt0101455,1991,89,Action,Adventure,Comedy,Family,TriStar Pictures,,,,,nm0833164,nm0730422,,,,nm0730422,,,nm0930286,nm0711058,nm0826198,nm0294064,,,,,,,nm0046389,nm0006099,nm0574238,nm0104783,,,,,,,-2456342.685844343,0.8667684000000002
3233,2262914.7056314247,2355097.89212188,THE RAPTURE,6.3,26.0,tt0102757,1991,100,Mystery,Drama,,,Fine Line Features,,,,,nm0866062,,,,,nm0866062,,,nm0000211,nm0000141,nm0141219,nm0000872,,,,,,,nm0462346,nm0854941,nm0917059,nm0002353,nm0005648,,,,,,92183.18649045518,1.0407364830238854
3443,33185947.13656388,10226483.755425846,DELIRIOUS,5.6,49.0,tt0101701,1991,96,Fantasy,Comedy,Romance,,Metro-Goldwyn-Mayer,,,,,nm0169549,nm0542539,nm0293391,,,nm0542539,,,nm0001006,nm0000446,nm0759924,nm0000994,,,,,,,nm0165602,nm0006056,nm0828731,,,,,,,,-22959463.381138034,0.3081570555555556
605,46091593.24522761,695707527.9895082,BEAUTY AND THE BEAST,7.7,6147.0,tt0101414,1991,84,Romance,Family,Animation,Fantasy,Walt Disney Animation Studios,Walt Disney Pictures,Silver Screen Partners IV,,,nm0936374,nm0941314,nm0761498,nm0021249,nm0560329,nm0936374,nm0873779,,nm0641314,nm0000913,nm0181425,nm0263591,,,,,,,nm0039141,,,,,,,,,,649615934.7442806,15.09402212
2925,44247929.51541851,77241197.19924377,THE FISHER KING,7.3,666.0,tt0101889,1991,137,Comedy,Drama,,,TriStar Pictures,,,,,nm0000416,nm0481418,,,,nm0000416,,,nm0000313,nm0000245,nm0117035,nm3051240,,,,,,,nm0384185,nm0643553,nm0006070,nm0695536,,,,,,,32993267.683825262,1.7456454583333334
3623,42404265.7856094,37328272.36806168,MOBSTERS,5.9,67.0,tt0102460,1991,104,Drama,Action,Thriller,Crime,Universal Pictures,,,,,nm0439040,nm0443582,nm0536893,,,nm0439040,,,nm0000225,nm0001131,nm0247672,nm0541908,,,,,,,nm0745030,nm0806498,nm0005759,,,,,,,,-5075993.417547725,0.8802952173913043
3389,22123964.757709254,70282129.89599854,THE DOCTOR,6.5,37.0,tt0101746,1991,122,Drama,,,,Touchstone Pictures,,,,,nm0354279,nm0742126,nm0145781,,,nm0354279,,,nm0000458,nm0001441,nm0001610,nm0001597,,,,,,,nm0957205,nm0006016,nm0005868,,,,,,,,48158165.13828929,3.176742083333333
3014,4609159.324522761,11801911.005521292,MY OWN PRIVATE IDAHO,7.1,494.0,tt0102494,1991,104,Drama,Adventure,,,Fine Line Features,,,,,nm0000636,nm0001814,,,,nm0001814,,,nm0000203,nm0000206,nm0751638,nm0724927,,,,,,,nm0662435,nm0821247,nm0006408,nm0004090,nm0591051,,,,,,7192751.680998531,2.5605344
3394,2581129.2217327463,212211.22629221735,SHAKES THE CLOWN,5.7,37.0,tt0102898,1991,87,Action,Comedy,Crime,,IRS Media,,,,,nm0001281,,,,,nm0001281,,,nm0001281,nm0113935,nm0062070,nm0063815,,,,,,,nm0171473,nm0973443,nm0779860,nm0119785,nm0204567,nm0317004,,,,,-2368917.995440529,0.08221642857142857
2923,49778920.704845816,178651015.4185022,STAR TREK VI: THE UNDISCOVERED COUNTRY,6.9,661.0,tt0102975,1991,110,Science Fiction,Action,Adventure,Thriller,Paramount,,,,,nm0465199,nm0734472,nm0282364,nm0742797,nm0583292,nm0583292,,,nm0000638,nm0000559,nm0001420,nm0001150,nm0001748,,,,,,nm0415498,nm0006056,,,,,,,,,128872094.7136564,3.588888888888889
3139,73746549.19236417,378698666.56597656,JFK,7.7,992.0,tt0102138,1991,189,Drama,Thriller,History,,Ixtlan Productions,Warner Bros. Pictures,Canal+,Regency Enterprises,Alcor Films,nm0308426,nm0804466,nm0000231,nm0550285,,nm0000231,,,nm0000126,nm0000198,nm0000493,nm0000527,nm0000476,nm0236519,nm0344196,nm0587401,nm0782715,,nm0457715,nm0002354,nm0036963,nm0262139,nm0305405,nm0447504,nm0724744,nm0768817,nm0808914,,304952117.3736124,5.135137450000001
3374,31342283.406754777,8488096.911916299,DUTCH,6.4,105.0,tt0101786,1991,107,Comedy,,,,Hughes Entertainment,20th Century Fox,,,,nm0265363,nm0000455,,,,nm0265363,,,nm0642145,nm0256121,nm0001851,nm0001520,,,,,,,nm0888994,nm0006293,nm0591665,nm0003146,,,,,,,-22854186.494838476,0.27081935294117643
2961,35029610.86637298,502846232.85355365,THE SILENCE OF THE LAMBS,8.3,9095.0,tt0102926,1991,118,Crime,Drama,Thriller,Horror,Strong Heart/Demme Production,Orion Pictures,,,,nm0001129,nm0848217,nm0365383,,,nm0001129,,,nm0000149,nm0000164,nm0095029,nm0501435,nm0000832,,,,,,nm0102508,nm0768324,nm0882588,nm0954034,,,,,,,467816621.98718065,14.354890631578948
3163,129056461.0866373,554675125.103238,HOOK,6.9,3164.0,tt0102057,1991,142,Adventure,Fantasy,Comedy,Family,Amblin Entertainment,TriStar Pictures,,,,nm0057381,nm0145309,nm0000229,nm0549369,nm0366337,nm0000229,,,nm0000163,nm0000245,nm0000210,nm0001364,nm0746414,,,,,,nm0005086,,,,,,,,,,425618664.01660067,4.297926042857143
696,55309911.89427313,137883183.71580765,THE PRINCE OF TIDES,6.6,116.0,tt0102713,1991,132,Drama,Romance,,,Columbia Pictures,,,,,nm0426539,nm0000659,nm0175852,,,nm0000659,,,nm0000659,nm0000560,nm0001100,nm0625075,,,,,,,nm0440140,nm0006133,nm0003552,nm0956699,,,,,,,82573271.82153451,2.492919966666667
3372,73746549.19236417,42777504.44572688,FOR THE BOYS,6.4,33.0,tt0101902,1991,138,Music,Drama,,,All Girl Productions,,,,,nm0422791,nm0490657,nm0108613,nm0753073,,nm0753073,,,nm0000541,nm0001001,nm0001719,nm0641929,,,,,,,nm0115668,nm0816050,,,,,,,,,-30969044.746637292,0.5800611000000001
3574,25811292.21732746,5043768.019214391,SHADOWS AND FOG,6.9,165.0,tt0105378,1991,85,Thriller,Comedy,,,Orion Pictures,,,,,nm0000095,,,,,nm0000095,,,nm0000095,nm0001201,nm0456194,nm0001773,,,,,,,nm0339086,nm0005688,nm0607673,nm0520288,,,,,,,-20767524.19811307,0.19540935714285715
3087,11983814.24375918,106018166.3317401,BOYZ N THE HOOD,7.5,758.0,tt0101507,1991,112,Crime,Drama,,,Columbia Pictures,,,,,nm0005436,,,,,nm0005436,,,nm0000421,nm0000401,nm0015677,nm0042998,,,,,,,nm0630222,nm0006010,nm0589941,nm0134164,,,,,,,94034352.08798091,8.846779846153845
3250,29498619.67694567,83630430.44787079,THELMA & LOUISE,7.5,1593.0,tt0103074,1991,130,Drama,Thriller,Crime,Adventure,Star Partners III Ltd.,Metro-Goldwyn-Mayer,Pathé Entertainment,,,nm0000631,nm0451884,,,,nm0000631,,,nm0000215,nm0000133,nm0000172,nm0000514,nm0001520,,,,,,nm0689316,nm0001877,nm0000939,nm0633677,nm0786631,,,,,,54131810.77092512,2.8350625000000003
853,15671141.703377388,87803107.91535242,NEW JACK CITY,6.6,229.0,tt0102526,1991,97,Thriller,Crime,Drama,,Jacmac Films,"Jackson/McHenry Company,The",Warner Bros. Pictures,,,nm0942870,nm0005522,nm0177875,,,nm0005522,,,nm0000648,nm0001384,nm0005300,nm0001674,nm0000555,nm0005568,nm0220867,nm0711560,,,nm0413547,nm0570408,nm0071014,nm0006014,nm0317004,nm0448568,nm0573865,,,,72131966.21197504,5.602853294117646
752,70059221.73274596,63453177.31682086,THE DOORS,6.9,577.0,tt0101761,1991,140,Drama,Music,,,Ixtlan Productions,Imagine Entertainment,Bill Graham Films,Carolco Pictures,,nm0415745,nm0000231,,,,nm0000231,,,nm0000174,nm0000212,nm0001492,nm0001844,nm0000848,nm0748075,,,,,nm0333931,nm0361838,nm0457715,nm0724744,,,,,,,-6606044.4159251,0.9057077105263159
3424,11061982.378854627,1602742.9719162998,BEASTMASTER 2: THROUGH THE PORTAL OF TIME,4.8,31.0,tt0101412,1991,107,Action,Adventure,Fantasy,Science Fiction,Les Films 21,,,,,nm0181741,nm0691061,nm0672626,nm0845973,nm0636157,nm0845973,,,nm0001743,nm0001863,nm0235243,nm0369567,,,,,,,,,,,,,,,,,-9459239.406938327,0.1448875
698,55309911.89427313,90549729.92446403,BUGSY,6.4,158.0,tt0101516,1991,136,Crime,Drama,Mystery,,Baltimore Pictures,TriStar Pictures,,,,nm0421135,nm0864812,nm0001469,,,nm0001469,,,nm0000886,nm0000906,nm0000172,nm0001426,nm0511270,,,,,,nm0425741,nm0001553,nm0005679,,,,,,,,35239818.0301909,1.6371338666666666
677,64528230.54331865,117459816.22613804,WHAT ABOUT BOB?,6.8,435.0,tt0103241,1991,99,Comedy,,,,Touchstone Pictures,Touchwood Pacific Partners 1,,,,nm0765091,nm0776114,nm0957205,nm0000568,,nm0000568,,,nm0000195,nm0000377,nm0353546,nm0001432,,,,,,,nm0006108,nm0000841,nm0410516,,,,,,,,52931585.68281939,1.8202857142857143
675,77433876.65198238,114307151.24816447,THE ROCKETEER,6.4,436.0,tt0102803,1991,108,Action,Adventure,Science Fiction,Family,Walt Disney Pictures,Gordon Company,Dark Horse Entertainment,,,nm0082677,nm0828349,nm0210290,nm0002653,nm0607004,nm0002653,nm0820934,,nm0001004,nm0000124,nm0000273,nm0001096,nm0000649,,,,,,nm0330077,nm0505157,,,,,,,,,36873274.59618209,1.4761904761904763
3246,11061982.378854627,2199605.1368135097,COOL AS ICE,4.1,53.0,tt0101615,1991,91,Drama,Action,Comedy,Music,Universal Pictures,Alive Films,Koppelmann/Bandier-Carnegie Pictures,Capella,,nm0446109,nm0826627,,,,nm0446109,,,nm0406678,nm0591703,nm0001984,nm0195970,,,,,,,nm0679405,nm0927880,nm0006010,nm0001405,,,,,,,-8862377.242041117,0.19884366666666667
3232,49778920.704845816,330078106.8769237,CITY SLICKERS,6.4,401.0,tt0101587,1991,113,Comedy,,,,New Line Cinema,Columbia Pictures,Castle Rock Entertainment,,,nm0541632,nm0304665,nm0881038,,,nm0881038,,,nm0000345,nm0001588,nm0827663,nm0456124,nm0609215,nm0810379,,,,,nm0808511,nm0003299,nm0005871,,,,,,,,280299186.1720779,6.630881148148148
1837,71591446.89950107,81436697.30776192,MEDICINE MAN,6.0,190.0,tt0104839,1992,106,Adventure,Drama,,,Hollywood Pictures,Cinergi Pictures Entertainment,,,,nm0776114,nm0548736,nm0001532,,,nm0001532,,,nm0000125,nm0000966,nm0929093,nm0206889,,,,,,,nm0239607,nm0883351,nm0000025,,,,,,,,9845250.408260852,1.1375199249999997
3454,51903799.00213827,9878848.274290804,WIND,6.6,13.0,tt0105824,1992,126,Action,,,,American Zoetrope,TriStar Pictures,,,,nm0943382,nm0345637,nm0891094,nm0071312,nm0050597,nm0050597,,,nm0000546,nm0000426,nm0731772,nm0860233,,,,,,,,,,,,,,,,,-42024950.72784747,0.19032996551724135
1373,8948930.862437634,36058607.2427655,JUICE,7.1,182.0,tt0104573,1992,95,Action,Crime,Drama,Thriller,Paramount,,,,,nm0112911,nm0225416,,,,nm0225416,,,nm0004898,nm0000637,nm0394191,nm0435074,,,,,,,nm0291293,nm0382268,nm0605775,nm3315457,,,,,,,27109676.380327865,4.029376
3274,25057006.414825372,23713834.53488952,TRESPASS,6.3,80.0,tt0105636,1992,101,Action,Crime,Thriller,,Universal Pictures,,,,,nm0000709,nm0301826,nm0001353,,,nm0001353,,,nm0000200,nm0001384,nm0006669,nm0001084,nm0262543,,,,,,nm0134635,nm0176839,nm0013889,,,,,,,,-1343171.8799358532,0.946395357142857
719,17897861.724875268,90835830.98402707,THE MIGHTY DUCKS,6.4,383.0,tt0104868,1992,100,Comedy,Family,,,Walt Disney Pictures,,,,,nm0378893,nm0109359,,,,nm0378893,,,nm0000389,nm0000722,nm0809031,nm0459706,,,,,,,nm0000816,nm0449549,nm0628056,nm0215878,,,,,,,72937969.2591518,5.075233699999999
718,14318289.379900213,38849279.428417675,THE PLAYER,7.2,341.0,tt0105151,1992,124,Comedy,Drama,Crime,,Fine Line Features,Avenue Pictures Productions,Spelling Entertainment,Addis Wechsler Pictures,,nm0000265,nm0866062,,,,nm0000265,,,nm0000209,nm0000627,nm0911542,nm0000155,,,,,,,nm0113360,nm0917059,nm0002353,nm0529648,nm0124312,,,,,,24530990.048517462,2.713262625
2100,232672.20242337845,1431245.4676977904,CLAIRE OF THE MOON,5.9,17.0,tt0103977,1992,107,Drama,Romance,,,Demi-Monde Productions,,,,,nm0174903,,,,,nm0174903,,,nm0865305,nm0874309,nm0567592,nm0198702,,,,,,,nm0475695,nm0166296,nm0365766,nm0643383,nm0783300,,,,,,1198573.265274412,6.151338461538462
563,80540377.76193869,318674268.40205985,PATRIOT GAMES,6.6,782.0,tt0105112,1992,117,Drama,Action,Thriller,Crime,Paramount,Mace Neufeld Productions,,,,nm0407717,nm0829329,nm0637518,nm0002007,,nm0637518,,,nm0000148,nm0000293,nm0000271,nm0000920,,,,,,,nm0626883,nm0005345,,,,,,,,,238133890.64012116,3.9567019333333335
